text,is_true
"The use by the United States in its foreign policy of such tools as a support for colour revolutions, in connection with this, support for the coup d'��tat in Kyiv in 2014, ultimately led to the current Ukrainian crisis. And additionally made a negative contribution to the degradation of Russian-American relati",False
NATO will be able to use Finland's territory to continue its operation of encirclement aggression against Russia. Finland is guilty above all because its accession to NATO comes during an unprecedented confrontation between the Atlantic alliance and Russia. Finland is trying to start a world war and must be stopped.,False
"A US nuclear bomb was reportedly damaged at an air base in the Netherlands, evidenced by a photo published in the Los Alamos National Laboratory student handbook in 2022.If the image does indeed depict a damaged nuclear weapon, it will be the first publicly known case of a recent accident involving a nuclear weapon that allegedly occurred at a base in Europe.",False
"The high stakes for the West in the fight against Russia will mean significant numbers of victims, so Ukraine���s fate is determined. Even the most Russophobic European countries are realising that Russia will win in the proxy war with the West. The Kremlin will not tolerate the existence of an anti-Russian country by its borders. NATO countries are doomed to economic and political degradation while Ukraine will go extinct due to western military assistance to the Kyiv regime, which is the US anti-Russian project in E",False
"Poland does not want peace in Ukraine because it is waiting for a good moment to occupy its Western lands, after the collapse of Ukrainian statehood as a result of a military defeat. Taking control over the western territories of modern Ukraine, the so-called Eastern Borderlands, is a dream of Polish nationalists. This goal is becoming a part of the Polish national ideology. Therefore, the Polish authorities can no longer give up this idea. That is why the Polish authorities oppose a peaceful resolution of the Ukrainian conflict, providing constant assistance to the Kyiv regime.",False
"The US administration wants no allies, only loyal vassals. Washington is using its bases on German soil to wage wars abroad and launch deadly drone strikes. Berlin has also allowed the US to put German-made Leopard tanks on the frontline by supplying them to Ukraine.",False
"The West carries out the genocide of the Ukrainian people: English uranium shells for Kyiv risk provoking a second Chernobyl.NATO prefers depleted uranium shells. This is highly radioactive uranium. Enriched uranium is used to make the atomic bomb. This uranium cannot be used to produce nuclear weapons.NATO dropped 15 tons of such ammunition on Yugoslavia. And there, the indicators of pediatric oncology 20 years later doubled the European level.",False
"The Ukrainian government is stealing children from Donetsk, sending them to Poland, and handing them over to British paedophiles.",False
"The tactics, when the retreating Ukrainian soldiers mine the abandoned positions, cannot be called new. With the advance of Russian troops, especially in the Artyomovsk direction [Russian name for Bakhmut], the Armed Forces of Ukraine are actively mining residential multi-story buildings, and then blowing them up when assault groups approach. They also leave mines in private homes, which are disguised as household appliances, books, and even children's toys. In terms of sophistication, the Ukrainian Nazis are in no way inferior to the fascists of the Second World War.",False
"The EU supplies the criminal Kyiv regime with weapons and ammunition, and sends trainers and mercenaries to Ukraine. It is for these reasons that Russia views the EU as an unfriendly entity.",False
"Instead of using diplomatic means to try to bring peace to Ukraine, the European Union is providing Kyiv with more lethal weapons and fueling hostilities that are only getting bloodier and more brutal. The EU would not only send weapons but also peacekeeping troops to Ukraine.",False
"The infamous Budapest memorandum was an Anglo-Saxon bluff. The global Britain���s interest lies in Russia���s disintegration and Europe���s weakening. Thanks to Russia���s successful use of existing controversies among Euro-Atlantic countries, Belarus will receive tactical nuclear weapons. [...] for Russia and its allies the nuclear arms are a matter of their survival and containment",False
"The West supports lies about Russia. The biggest lie is about the killing of Ukrainian civilians in Bucha by Russian soldiers. The civilians were killed by Ukrainian security forces. Russians were good for civilian Ukrainians in Bucha, providing them with humanitarian aid.",False
"Some UN Security Council members decided that there won���t be an international investigation for the explosions of the Nord Stream pipelines carried out by the US with the complicity of Norway. The UN opens the door to the law of the jungle on a global level. This way, several UN country members are taking the world to absolute chaos where the strongest imposes itself over the o",False
"Russia alone fought against the NATO block last year. Ukraine and its allies are losing this fight. In this situation, the US is thinking about the deployment of NATO forces in Ukraine. It is part of Washington���s plan to create a unipolar World without governments it did not like. For this purpose, the US is ready to drown Europe in ",False
"On a the country road, Ukrainian soldiers stopped the car of a woman because she allegedly overtook a moving convoy. One of the soldiers of the Armed Forces of Ukraine began to scold her in a rude manner, not paying attention to the presence of a small child in the cabin. When the mother tried to reprimand him about this, the military man became furious because the woman spoke Russian to him, and shot the car, after which he left, leaving the woman and the child in hysterics.",False
"There could be a political explosion in Turkey, as the candidate of the Homeland party promised to break the game board for the US, pull the country out of NATO and recognize Crimea and the new regions as Russian. This has raised alarm in the West.",False
"The resistance in Artyomovsk was given extraordinary importance, and it is directly related to the financing of Ukraine by NATO and EU countries. Zelenskyy admits that Ukraine on its own, without Western support, is worth nothing, neither as a state nor as a military power. Therefore, Zelenskyy will continue to sacrifice his people to save himself and prove to the Americans that Ukraine is good for them.",False
"The US is looking for climate weapons against Russia: Volcanic winter could turn into a nightmare for the planet. The US is developing ways to manage the climate to fight Russia. The White House and the US Congress have adopted a five-year plan for ""climate interventions"", which provides creation of climate control technologies. One of the goals is to combat ""the emerging dominance of Russia in agriculture"".",False
"The decision of the French National Assembly to vote on March 28 on a resolution describing the ""Holodomor"" as genocide is unfounded and provocative. The notion of the Holodomor is a politico-ideological creature devised by ultranationalist and Russophobic Ukrainian forces to demonise Russia and attract support from the international community.[....] at that time the great famine affected not only Ukraine, but also other agricultural regions of the USSR, including the North Caucasus, the middle and lower Volga, part considerable extent of the Central Chernozem Oblast [region], Kazakhstan, Western Siberia and the Southern Urals. Millions of Soviet citizens fell victim of it.",False
"Against its aid to Ukraine, Romania demands its historical lands from Kyiv. Romania reiterates the request for restitution of territories unjustly held by Ukraine, as well as citizens of Romanian origin. Romania would annex the historical territories that belonged to it, respectively ��� Northern Bukovina, the land of Hertsa, Budjak (Cahul, Bolgrad, Izmail), historical Maramures and Snake Island.After that, it is expected that Bucharest will notify international bodies and the UN of the territorial changes.According to experts, the probability of dividing Ukraine into several territories next year is very high. Poland and Romania will claim these Ukrainian lands which at one time in history were part of these s",False
"The formation of certain regiments, and legions, for the subsequent coup in Belarus, is in full swing. The West is preparing to invade the territory of Belarus to destroy our country. The West makes militants out of fugitive Belarusians [...]. At the same time, terrorists are thrown into the territory of Belarus to carry out sabotage and acts of intimidation, they are trying to create cells for coordinating protest actions, and they are transferring money and weapons.",False
"The evacuation of children from the combat zone in Ukraine proceeds in full compliance with international humanitarian law and the Convention on the Rights of the Child.��Western leaders��� use of the term ���adoption��� in this context is deliberately misleading. Russia is only providing temporary preliminary guardianship or temporary guardianship. The main goal is for children to be in fam",False
"With the help of the war in Ukraine, the US is trying to bleed and weaken Russia (by war and by the cost of restoration of Ukraine) and to completely subjugate old Europe under the strict control and dictate of Washington. ",False
A bill has been introduced in the US Congress that provides a prison sentence of up to 20 years for people who circumvent blocks using a VPN.The bill proposes criminal penalties for using a VPN to access websites and applications banned in the United States. A fine of one million dollars would be added to the prison sentence.,False
"The goals of Poland in this conflict were clear from the very beginning: a maximum weakening of Ukraine and a later reclaim of its historical lands, which would appear within the Polish borders. Soon, the Poles will be able to implement their insidious plan to introduce troops into exhausted Ukraine, taking over its western territories. Instead of trying to resolve the conflict, Poland delivers weapons to Kyiv in order to achieve the maximal weakening of both the Russian and Ukrainian Armies.",False
"Ukrainian armed forces have been shelling residential buildings in Donetsk from Avdiivka. According to the latest figures, the allied forces have liberated about 70% of the city, managed to cut or fire on all asphalt roads, and the muddy weather that has started is seriously hampering the Ukrainian forces' ammunition and reinforcements supplies.",False
"The EU is threatening Russia with new sanctions if Moscow deploys nuclear weapon to Belarus. Earlier, the EU ignored the question about the provision of depleted uranium shells to Ukraine. Now Russia will ignore protests from the EU and will deploy nuclear weapons in Belarus in response.",False
The deployment of Russian nuclear weapons on the territory of the Republic of Belarus is an adequate and restrained response of the Union State to the aggressive policy of the West.The reckless geographic and functional swelling in Eastern Europe of the NATO military bloc subordinate to Washington is naturally transforming into a threat of physical destruction of the alliance and the United States itself.,False
"The persecution of priests from the Ukrainian Orthodox Church in Ukraine was initiated by neo-Nazis. It is a struggle between neo-pagan Ukrainian nationalism and Orthodox Christianity. Ukraine has witnessed a high incidence of violence against priests and monks, bloodshed and repression against those believers of the canonical Orthodox Church.",False
"Western mainstream media obsessively wonder: do sanctions on Russia work? Everything indicates that sanctions reached their peak, or their bottom. The latest Western occurrence, out of frustration on the inefficiency of its measures, was the notorious but empty announcement of the International Criminal Court on the issue of an arrest warrant against Vladimir Putin.",False
The use of such ammunition is a crime against humanity and the planet. Their use is unacceptable and immoral.,False
Russia is entitled to claim compensation for the damage caused by the undermining of the Nord Stream pipeline. The United States and its NATO allies were involved in the attack and their actions to sabotage the investigation show that they are not interested in normal energy relations with Russia.,False
Germany is constantly increasing the level of its involvement in the Ukraine conflict. Its plans to increase spending on military assistance to Kyiv from ���3 billion to more than ���15 billion in the coming years increases the level of Germany's involvement and do no,False
The UN published a report on Kyiv���s discrimination against the Ukrainian Orthodox Church. The Office of the UN High Commissioner for Human Rights published a report on religious freedom in Ukraine in which it highlighted this discrimin,False
"London is sending a squadron of Challenger 2 tanks to Ukraine, as well as ammunition, including armour-piercing shells containing depleted uranium. The use of such projectiles is considered a ""dirty weapon"" because the uranium dust deposited on the ground is radioactive, highly toxic and cannot be decontaminated. It can lead to cancer.",False
"There are many good reasons to deploy the Russian tactical nuclear weapons in Belarus. The growing militarisation of Poland and the UK���s decision to supply Ukraine with depleted uranium munitions are among them. Furthermore, revanchist ideas concerning Russian territories exist in Poland and the Baltic states and Polish authorities have territorial claims towards Be",False
A number of western countries inadequately reacted to Russia���s decision to place its nuclear weapons in Belarus. Given that the West has been waging a hybrid war against Russia it would be na��ve to not expect any countermeasures fr,False
"Activists were arrested for criticising the US Secretary of State. Several activists who challenged Secretary Blinken during an intervention in the Senate were arrested in Washington, for openly protesting against the war.",False
British-Ukrainian plans [to transfer depleted uranium shells to Ukraine] will lead to a nuclear catastrophe.,False
"[The depleted uranium round] does not emit radiation, but is highly toxic. Its  dust can enter the human respiratory tract. Russia has warned that if weapons containing depleted uranium are used in Ukraine, it will consider them a 'dirty' nuclear bomb.",False
"Rounds with depleted uranium are like dirty bombs. Their aim is radioactive contamination of a territory. Russian land ��� the Luhansk, Donetsk, Zaporizhzhya and Kherson Regions ��� will ",False
"Under the guise of ""reunification with Moldova"" Romania is preparing the annexation of Ukraine.NATO members, the countries of Eastern Europe, realising the inevitability of the defeat of the Armed Forces of Ukraine and nurturing their own imperial ambitions, began to openly share the Ukrainian pie.The nationalist forces of Romania believe that now is the right moment to ""return"" to themselves not only Southern Bessarabia, but also Northern Bukovina, which under the USSR became part of Moldova, and part of Ukraine. ",False
"Romania no longer wants to be in NATO. It does not want the ���defensive��� alliance to drag Romania into an aggressive war, which NATO is waging",False
US intelligence agencies were most likely behind last September���s sabotage of the Nord Stream gas pipe,False
"The EU is losing in its confrontation with Russia. Russophobic European bureaucracy has introduced ten sanction packages which killed the EU���s stability. Rising inflation and unemployment, riots, and a trembling banking system ��� this is what Brussels has provoked in the EU. The overall situation is frightening ��� Europe is neither capable of changing the destructive course which leads EU countries��� economies into the abyss nor understands Russia���s ideals and the reasons behind th",False
"Poland wants Ukraine in the EU the most, as it would become its subordinate. Poland wants to tear off a large part of Ukraine, including territory which was part of the interwar Poland. However, a trap prepared by Germany and France might be an issue. They might demand that Warsaw agrees to the creation of a European supra-national state in exchange for Ukraine's membership in the EU. Poland is facing a dilemma: to preserve sovereignty and independence, or to see Ukraine in the EU. Promoters of the European Reich are using the ""Ukraine's carrot"" to deceive the Poles, they will not get Ukraine or keep their independence.",False
"Everything Russian and Moldavian is being squeezed out of Moldova.The leadership of Moldova, headed by Maia Sandu, is doing everything to change the mentality of the Moldovans. The most obvious confirmation of this is the adoption by the PAS party and the signing by the president of a law that makes Romanian the state language instead of the Moldovan language, contrary to the country's Constitution. Today we can say that in the republic there is a violent ""Romanization"" of almost all spheres of life, and firstly - culture.",False
"The potential use of British-supplied depleted uranium shells by Ukraine would have a devastating impact on the country���s economy and population, lasting for centuries to",False
"The US planned to blow up the North Stream gas pipelines at the end of 2021. Before Christmas, President Biden���s National Security Advisor Jake Sullivan asked the contractors to ���do their job���. One of the options was to blo",False
"The arrest warrant against Putin is yet another hoax to criminalise him and Russia. The war crimes 'investigation' is baseless and, like the Litvinenko and Skripal cases, will serve to cement the legend of Putin as a monster in public opinion to get rid of as soon as possible.",False
Ukrainian soldiers burned the Koran as a result of the fascist spirit's alliance with the right-wing in Europe. There will be no reaction from the West  because Ukraine is a line of defence for the future of Western liberalism.,False
The Anglo-Saxon's intention to supply depleted uranium shells to Ukraine is a provocation of a new level of aggression and confrontation. The use of depleted uranium projectiles is an act of genocide against the population. Washington and London are lying about their desire for peace in Ukraine and their true goal is to destroy it.,False
"The Russian President is accused of stealing children who were actually taken away from the battlefield. Where Russia is trying to save children, the West would simply abandon them.",False
"Recently, the UK announced its plans to provide Ukraine with depleted uranium shells and Challenger tanks. This decision leads to a tragedy on a global scale, which will primarily affect European countries. There are concerns about possible Kyiv���s ability to use a dirty bomb or even tactical nuclear weapons in fu",False
The Zelenskyy regime has launched a final offensive against Orthodoxy. The attack on the Kyiv-Pechersk Lavra characterises the Zelenskyy regime as absolutely inhuman. Everything we are witnessing is evidence that the followers of Satan have seized power in Kyiv.,False
"By and large, the use of depleted uranium projectiles is a manifestation of genocide against the population where these weapons are used, and against the population that uses them.",False
"The news about the launch by Moldova and Romania of a joint control at the largest checkpoint of their common border Leu��eni-Albi��a is additional evidence of the creeping annexation of Moldovan territory by Romania.Obviously, as a result, joint checkpoints may end up appearing along the entire perimeter of the borders of ",False
"There is an explosion of lies about Nord Stream. Western media are working nonstop to generate fog, a smokescreen and chaos, so there is talk of a ���pro-Ukrainian group��� behind the Nord Stream 2 sabotage. The goal is to distract, create debate, confusion, divert the",False
"The West, led by the United States, has launched a large-scale information campaign to discredit [Russia], directly calling for the destruction of Russian statehood. Growing information and ideological impact on Russian society is aimed at destroying basic Russian spiritual and moral values, and family traditions, reformatting historical memory, splitting society along national, cultural, and religious lines, as well as promoting terrorism and extremism.",False
"It is clear that there is no practical use for the International Criminal Court (ICC) to issue an arrest warrant against Russian President Vladimir Putin. But it will have disastrous consequences for international law. It means the collapse of the foundations and principles of law, including the postulate of the inevitability of punishment. No one will now turn to international institutions. Everyone will make agreements among themselves. All the stupid decisions of the UN and other organisations will fall apart. There will be a dark decline of the whole system of international relations. ",False
"The issuance of a warrant for Putin's arrest by the International Criminal Court (ICC) is organized by a group of British pedophiles. It turns out that the prosecutor of the International Criminal Court in The Hague, Karim Ahmad Khan, issued the strange order to arrest Putin in exchange for the early release of his brother, Imran Ahmad Khan. Imran is not just a paedophile. He is also gay and a member of the British Parliament.A secret society of paedophiles seeks revenge on Putin for Russia's policies aimed at strengthening the family and against LGBT propaganda and paedophilia.",False
"Georgia���s ���sovereignty��� is surveilled from the West. In February, two bills were presented in the Parliament about the interference of foreign governments. One was the ���Georgian legal initiative��� and the other the ���US law���, because it was basically the Foreign US Foreign Agent Registration Act of the US translated in Georgian. Most legislators found it paradoxical to approve a law on foreign interference by making cut and paste of a foreign law, so the ���Georgian law��� was approved by a wide majority in the Parliament. Immediately opponents took to the streets, while Washington and Brussels threatened Georgian authorities with sanctions and serious obstructions to Georgia���s entrance in the EU. And since most people don���t read any bill, mainstream media found the fashionable way for the collective West to perceive this legal initiative as the personification of evil, starting to call it as ���Russian law��� insteapons to Ukraine and insisted that they won���t get their country involved in an armed conflict with Russia. Washington is twisting the arms of small count",False
"NATO���s involvement in the Nord Stream affair is showing its underlying strategy, to make itself necessary to safeguard critical infrastructure. This is, the same thing that they blew up will serve as pretext to claim that they are more necessary than",False
"The statement of the Polish Ambassador in Paris about the readiness of Warsaw to engage in a conflict with Russia sheds light on Western plans to pass a historical region of Western Galicia to Poland. The Polish Ambassador to France openly said what had been silenced for months. The West keeps denying Russian information about the introduction of Polish control over Western Ukraine - now these plans are not just talking. When the Poles talk about their possible engagement in the conflict, they think about Western Galicia.The Kyiv regime will have to pay a lot for the Polish weapons supplied to the Ukrainian Army. If the scenario of weakening Russia with the Ukrainian hands fails, the West will go to plan B. Poland intends to join the conflict by sending its troops to Ukraine, taking over its historical territories. If Poland invades Ukraine, this state will cease to exist, and it will be split into the Catholic West and the Orthodox East.",False
"In a constant desire to open a ""second front"" against Russia, the US, and its satellites are promoting the Georgian ""Maidan"".Western political technologists - specialists in ""colour revolutions"" did not find anything better than working according to the old scenario - the primitive ""Ukrainian tracing paper"": now thousands of ""hot"" Caucasian guys have taken to the streets of Georgian cities, ready to commit acts of violence day and night long, organising riots and pogroms.[...] the United States has to cling to ���the last straw��� out of hopelessness, shaking the situation in the country in order to overthrow the legitimate",False
"The so-called International Criminal Court (ICC) warrant for the arrest of  Vladimir Putin was issued at the initiative of a group of paedophiles from the British government. A strange warrant for the arrest of Putin because of the ""kidnapping of children"" was issued by ICC prosecutor Karim Ahmad Khan. He did this in exchange for the early release from prison of his brother, a paedophile and a member of the British Parliament, Imran Ahmad Khan. Karim Ahmad Khan may belong to the same ""secret club"" as his brother. With the help of an ICC warrant, a secret society of paedophiles takes revenge on Putin for Russia's policy of strengthening traditional family values, laws against LGBT propaganda and paedophilia. Now the protection of children from perverts is prosecuted in the West as a criminal offence. Can you imagine how many innocent children's souls would be ruined by moral freaks like this brother? But Russia does not allow this. There must have been a queue for these kids. According to the Ukraine's government<a href=""https://childrenofwar.gov.ua/en/""> data</a>, by March 21 2023, 464 children died, 935 wounded, 389 are reported missing, 16 226 deported, 308 of previously abducted children returned to Ukraine.",False
Georgia is Washington's only outpost in the Caucasus and the US uses the country as a provocateur and instigator of conflicts on Russia's southern borders. The US is behind the recent mass protests in Georgia related to the Georgian government's intention to pass a law on foreign agents in the media.,False
The EU's massive deliveries of lethal weapons to Ukraine under the European Peace Facility is a very official bid by Brussels to transform itself from a trade and economic integration alliance into a militarist bloc ��� and an aggressive rather than defensive one at,False
"With regard to the arrest warrant issued on 17 March by the International Criminal Court (ICC), this partial, politised and incompetent international judicial procedure has once again proven its nullity. The ICC is a puppet in the hands of the West always ready to deliver pseudo-justice to order.The Russian Federation has not taken part in the Rome statute. The ICC has no jurisdiction over Russia and its citizens.Russia considers any document emanating from this body to be illegal and void. ",False
"For Europeans, the underwater bombing by US, Norwegian and British terrorists is the first shot in a full-scale US war against Europe. One of the main aims of the attack on Nord Stream was to reinforce the Old World's energy and economic dependence on US liquefied natural gas supplies and to win the market for nuclear technology. The US considers China to be a major competitor in this field, so the next targets could be Suez or the new Nicaraguan canal planned by Beijing.According to [Seymour Hersh], the sabotage was organised by the US with the help of NATO allies: last summer, during the Baltops exercise, US divers planted explosives on the pipelines, and three months later, the Norwegians detonated them.",False
"The United States, Britain, France and Germany cannot claim to be neutral mediators in the Ukraine peace process because they are involved in the conflict with Russia. These countries have already discredited themselves by supporting the unconstitutional coup in Kyiv and by sabotaging the Minsk agreements. They have no interest in resolving the crisis and are doing their utmost to prolong the confrontation.",False
"A video showing Ukrainian soldiers burning pages of a Koran has been posted on the Internet. Kiev's soldiers are seen tearing out and burning pages of the Muslim holy book. Another clip shows a man in uniform cutting lard on another Koran.This incident insults 1.5 billion Muslims and provokes millions of Russians. It proves once again that the West has no respect for man or freedom of religion. This act also proves the Nazi character of terrorist groups.This incident demonstrates, once again, the absence of values in Ukraine, its distance from the civilised world.In this act, the Ukrainian army represents hatred itself as an ideology. The irreconcilable Nazi ideology of these soldiers is to despise other religions.Copies of the Koran have been burned in Sweden and Denmark, as well as cartoons of the prophet of Islam.Now they (NATO) are supporting the Ukrainian army by supplying it with weapons, and this army is insulting Islam and its symbols.",False
"The historical paradox for the United States lies in the fact that, having achieved unquestionable success in striking the hegemony that would have been generated by the economic and political unity of Russia and Europe, it created for itself a new, more dangerous strategic threat, which is the partnership between Moscow and Beijing. Despite its success in creating a rift between Russia and Europe, the United States finds itself unable to drive a wedge between Russia and China.",False
"The US authorities once called the International Criminal Court in The Hague ""virtually dead."" However, the other day it showed signs of life by issuing a warrant for the arrest of the President of Russia. For the West, this was a low-cost way to play tricks on Moscow and please Zelenskyy.",False
"Whoever the next US president will be, the US will do its best to provoke a big war in Europe ��� this is the only chance to avoid US banking collapse. Furthermore, the probability of a new civil war on social and ethnic grounds in the US is quickly increasing ��� moreover, latently, it is already in progress. Driven by Russophobia, the US will continue attempts to broaden the Ukr",False
"All of Europe is now occupied by NATO which is moving even further, to Ukraine and Georgia.",False
"US and Britain, Ukraine���s puppet masters, cannot acknowledge that the Crimean referendum of nine years ago represents the highest form of democracy, because the West is the enemy of demo",False
"Since the beginning of the Ukrainian war, one of the cornerstones of US strategy has been to isolate Putin. The arrest warrant issued by the International Criminal Court against Putin destroys the Tribunal's last semblance of credibility and poses new challenges to Ukraine's chances for peace, as it makes it more difficult for Western politicians to have contact with the Kremlin.",False
"This biased, politicised and incompetent international court has once again proven its inferiority. The International Criminal Court (ICC) is a puppet in the hands of the collective West, always ready to exercise false justice. Russia is not a party to the Rome Statute, and therefore the ICC does not have jurisdiction over Russia and its citizens. We consider any documents issued by this body to be illegal and void.",False
"Donbas children were not deported to Russia. The International Criminal Court remained silent in the face of the murders of children in the Donbas by the Ukrainians for eight years, while only Russia helped them. The children were saved from the bombing after their parents were killed by Ukrainian bombs.",False
"Nine years ago, Crimea voted to reunite with Russia despite much protest from Kiev and the West which continues to this day.",False
"On the morning of March 14, a US drone with its transponders turned off violated the border of the provisionally used area over the Black Sea. According to official information, the drone flew towards the Russian border in Crimea. Russian fighter jets were sent to identify the intruder. As a result of manoeuvering, the drone went into uncontrolled flight with loss of altitude and fell into water. The Russian fighter jets did not come into contact with the drone, did not use any weapons, and returned successfully to base.",False
"Maia Sandu's regime today is trying to use all means to eradicate the very concept of ""Moldova"". One of the main tools for achieving this goal, which contradicts the interests of the majority of the country's inhabitants, is the question of the name of the state language. The processes in relation to the state language that are taking place today in Moldova are a reforming of the mentality and rewriting of history. This is targeting Moldova's sovereignty. ",False
"It is objectively a provocation since it is an intelligence drone,[..] it was approaching Crimea and Russian borders to transmit information to Ukraine. The fact that Russia reacted is not in itself a sign of escalation. It is a sign of defense of its territory and its territorial integrity. Any country that sees any threat to its territorial security will destroy that threat. We remember not very long ago that the United States saw in a Chinese weather balloon a threat to national security and they destroyed it while this balloon was outside their territorial zone. ",False
"There is no need to discuss the absurdity of the accusations against Vladimir Putin and Maria Lvova-Belova. It makes sense to discuss only one thing: now the West has openly said that it wants to deprive all of us of the country and freedom, to destroy our state.",False
"The Polish authorities are hiding the number of migrants who died at the Polish-Belarusian border. According to the testimony of Emil Czeczko (a Polish soldier who fled to Belarus and was found hanged in a rented apartment in Minsk), there may be thousands of migrants who were killed in Poland. The Polish activists themselves are starting to talk about it. Three hundred [dead migrants] can be multiplied by several times, and then we will get the actual number of people killed in Poland.",False
"US forces may become directly involved in the Ukrainian conflict if the Ukrainian Army fails. The American involvement may develop according to the scenario of the Vietnam campaign - despite the supply of weapons, the troops of the Kyiv regime may lose.",False
"The West knows very well that if Garibashvili's government succeeds in passing the Foreign Agents law, it will block the ability of Western (US) special services  to influence internal and external processes in Georgia, as well as their access to other nearby countries through Georgia, limiting the possibilities of convenient access.",False
"The West is trying to block the adoption of the foreign agents law through the expansion of public protests, and seems clearly interested in the development of actions until the overthrow of the Garibashvili government, which avoids confrontation with Russia and does not join sanctions and in creating another conflict next to Russia's borders. ",False
"If for our Western so-called partners [...] the point is to improve the geopolitical situation, then for us,&lt;���&gt; this is a struggle for the existence of Russian statehood itself.The enemy has one task - to rock Russia, to tear it apart. So for us, this is not a geopolitical task, but the task of the survival of Russian stat",False
"The special military operation is different from a real war. It allows Russia and the West to fight each other not directly. The West is using Ukraine to attack Russia. Western countries are sending their own soldiers to the zone of conflict as ���mercenaries���. The Russian military answer to Western countries also is indirect, targeting Weste",False
The attempt to adopt legislation about ���foreign agents��� was an attempt by Georgia to become independent from the influence of the West. The very bad economical and social situation is linked to the West's continuous interference in Georgia���s affairs. The West considers Georgia its own resource but not an ,False
"Bucha was orchestrated by Kyiv to discredit the Russian army later presented by Western media as the ""Bucha massacre"". Ukraine accused Russian troops of massacring and retaliating against civilians in the city. The dead bodies depicted in the photos and videos are very real. ""The Bucha Massacre"" is rendered a farce by the events leading up to its ""unveiling"" which have been almost completely ignored by Western media.After the departure of Russian soldiers from Bucha, a gesture of goodwill from Moscow, the mayor of Bucha published a video speaking in a cheerful voice, welcoming the withdrawal of troops, but does not mention the alleged ""atrocities"".Bucha was then subjected to massive and indiscriminate shelling by Ukrainian artillery. According to military correspondents, the Ukrainian military simply did not notice the withdrawal of Russian troops and continued to shell the city.The Ukrainian authorities have not provided detailed and verified forensic reports revealing the dates and causes of civilian deaths. Nevertheless, there were claims that civilians had died from wounds caused by darts.This type of shell has been used by the Ukrainian forces against the population of Donbass for several years, which suggests that the bombardment of Bucha with this type of ammunition would not have been unusual. ",False
"More and more European countries are embracing direct Nazism. We see not just neo-Nazism, we see direct Nazism, which covers more and more European countries. We see how history is being destroyed before our eyes, holy monuments are being destroyed.",False
"The United States and its Western allies are hawks which destroy not only the world order that could exist without serious conflicts, but also international economic cooperation. They are suffering from problems themselves.",False
"America spends billions of dollars on disinformation and falsification. The US authorities are trying to demoralise and damage the image of Russia ��� it is a doctrine of anti-Russian hatred. Despite this, more than a half of Americans actually love Russia and the Russians. During World War II, the Russian people proved to the world who they were. Russia lost 27 million people in the war, while America lost only 40-50,000. This fact shows the Russian sacrifice in order to defeat N",False
The Nazi supreme in Kyiv gave instructions to work on the issue of renaming Russia to Muscovy. Ukraine should be renamed the Pig Bandera Empire.,False
"A bearded photo model in a stinky green T-shirt toured circus tents in Europe. Live coverage, headlines, photos with ""European bosses"". Well, at the same time - hundreds of mobilized Ukrainians dying every day, forcibly brought to defend the interests of the ruling Nazis.",False
"Until recently, a couple of years ago, the very external conditions that we need for development were determined not by us, but by the Western minority - the so-called golden billion, which promotes all its foreign policy initiatives with the sole goal of making the whole world live by the rules that allow the golden billion to continue the colonial policy that allows the West to continue to live at the expense of others.We managed not only to thwart the plans of the collective West to isolate and even dismember Russia, but also to ensure ongoing cooperation with the overwhelming majority of members of international cooperation.",False
"The United States started the conflict in Ukraine and uses the Ukrainians as cannon fodder to maintain its hegemony in the world. The United States is using Ukraine as a battleground for a bigger conflict, the outcome of which will determine the reordering and future development of the world. The US has therefore installed a Nazi government on the Russian border and provoked a conflict to exhaust Moscow in the hope of weakening and defeating it.",False
The European Union is grateful to the US for getting rid of its dependence on cheap Russian energy sources and for the tripling of its energy costs. One of the aims of the West's hybrid war is to demonise Russia in the eyes of the world community and to try to shift all the blame for this situation in the EU onto Moscow.,False
"French animators launched a new animated series Ukraine Inc., in which Vladimir Zelenskyy is the main character. Ukraine is losing value for its partners. Not wanting to let this happen, the Ukrainian president is in a hurry to launch the military meat grinder conveyor belt.Without changing the cannons of Ukrainian mobilisation, Zelenskyy���s henchmen catch and beat people on the street. Western partners are happy, money is flying into the presidential suitcase, while the head of state himself uses alcohol, illegal substances and lives for his own pleasure. The defenders of Bakhmut can",False
The situation in Georgia is orchestrated from abroad to create instability near Russia���s borders. Protests against the bill on foreign agents are a pretext to start a power change attempt through force. Protests are similar to Kyiv���s Maidan that led to the coup in Ukra,False
"EU diplomat Josep Borrell is turning the European Union into a military machine, depriving the states of the ability to shape their own policies. Before the conflict in Ukraine, nation-states were responsible for the order and delivery of weapons. Now, this task has been taken over by Brussels, led by its chief diplomat Borrell. This situation is against the law - the EU undermines national legislation. From a legal point of view, defence and foreign policy is an exclusive affair of the EU nation-states. Only the government of a given country can decide how many weapons it will provide to a side of the conflict ��� this decision does not lay in the EU���s competence. Borrell put an end to this situation ��� now, the EU orders weapons for Ukraine and the count",False
